CAR_NUMBER,START_TIME,TOTAL_TIME,HAS_EZ_PASS,BOOTH_SELECTED
21191,85330,18.0,true,0
21177,85294,63.0,false,1
21182,85310,51.0,false,2
21194,85355,18.0,true,0
21183,85314,61.0,false,2
21196,85358,18.0,true,0
21197,85360,18.0,true,0
21198,85367,18.0,true,0
21199,85368,18.0,true,0
21184,85315,74.0,false,2
21200,85374,18.0,true,0
21201,85377,18.0,true,0
21202,85380,18.0,true,0
21193,85352,48.0,false,1
21186,85317,86.0,false,2
21204,85391,18.0,true,0
21195,85357,57.0,false,1
21187,85321,96.0,false,2
21189,85324,107.0,false,2
21203,85384,48.0,false,1
21210,85420,18.0,true,0
21192,85332,113.0,false,2
21205,85398,48.0,false,1
21211,85430,18.0,true,0
21212,85432,18.0,true,0
21213,85437,18.0,true,0
21214,85438,18.0,true,0
21206,85400,60.0,false,1
21215,85448,18.0,true,0
21207,85413,61.0,false,1
21217,85460,18.0,true,0
21208,85415,73.0,false,1
21221,85471,18.0,true,0
21222,85474,18.0,true,0
21216,85449,48.0,false,2
21225,85483,18.0,true,0
21209,85417,85.0,false,1
21227,85488,18.0,true,0
21228,85490,18.0,true,0
21229,85492,18.0,true,0
21218,85463,48.0,false,2
21230,85496,18.0,true,0
21219,85465,60.0,false,2
21223,85479,48.0,false,1
21232,85509,18.0,true,0
21233,85513,18.0,true,0
21234,85519,18.0,true,0
21220,85466,73.0,false,2
21235,85521,18.0,true,0
21224,85480,61.0,false,1
21237,85526,18.0,true,0
21231,85506,48.0,false,2
21226,85486,69.0,false,1
21239,85538,18.0,true,0
21236,85525,48.0,false,2
21241,85558,18.0,true,0
21238,85532,48.0,false,1
21240,85542,48.0,false,2
21243,85572,18.0,true,0
21245,85578,18.0,true,0
21242,85559,48.0,false,1
21247,85589,18.0,true,0
21249,85592,18.0,true,0
21244,85577,48.0,false,1
21253,85610,18.0,true,0
21254,85618,18.0,true,0
21248,85590,48.0,false,2
21246,85579,60.0,false,1
21250,85601,51.0,false,2
21260,85644,18.0,true,0
21261,85645,18.0,true,0
21251,85604,62.0,false,2
21262,85648,18.0,true,0
21255,85623,48.0,false,1
21252,85605,75.0,false,2
21265,85664,18.0,true,0
21256,85627,58.0,false,1
21266,85667,18.0,true,0
21257,85629,70.0,false,1
21263,85653,48.0,false,2
21258,85633,80.0,false,1
21264,85660,55.0,false,2
21274,85698,18.0,true,0
21259,85643,84.0,false,1
21277,85709,18.0,true,0
21267,85669,60.0,false,2
21282,85720,18.0,true,0
21283,85721,18.0,true,0
21273,85692,49.0,false,1
21268,85674,69.0,false,2
21285,85729,18.0,true,0
21286,85736,18.0,true,0
21275,85706,49.0,false,1
21287,85738,18.0,true,0
21269,85681,76.0,false,2
21288,85743,18.0,true,0
21289,85746,18.0,true,0
21276,85707,62.0,false,1
21290,85752,18.0,true,0
