CAR_NUMBER,START_TIME,ENTER_QUEUE_TIME,LEAVE_TOLL_TIME,TOTAL_TIME,HAS_EZ_PASS,BOOTH_SELECTED
22956,92215.0,11.0,52.0,70.0,false,2
22971,92270.0,0.0,0.0,18.0,true,0
22972,92279.0,0.0,0.0,18.0,true,0
22962,92228.0,11.0,52.0,70.0,false,1
22957,92217.0,11.0,64.0,82.0,false,2
22975,92293.0,0.0,0.0,18.0,true,0
22965,92234.0,11.0,60.0,78.0,false,1
22976,92294.0,0.0,0.0,18.0,true,0
22959,92224.0,11.0,71.0,89.0,false,2
22977,92298.0,0.0,0.0,18.0,true,0
22966,92241.0,11.0,67.0,85.0,false,1
22968,92256.0,11.0,53.0,71.0,false,2
22981,92309.0,0.0,0.0,18.0,true,0
22984,92321.0,0.0,0.0,18.0,true,0
22973,92281.0,11.0,41.0,59.0,false,1
22969,92264.0,11.0,59.0,77.0,false,2
22974,92287.0,11.0,49.0,67.0,false,1
22970,92265.0,11.0,72.0,90.0,false,2
22986,92337.0,0.0,0.0,18.0,true,0
22987,92346.0,0.0,0.0,18.0,true,0
22982,92313.0,11.0,37.0,55.0,false,1
22978,92299.0,11.0,52.0,70.0,false,2
22988,92352.0,0.0,0.0,18.0,true,0
22990,92362.0,0.0,0.0,18.0,true,0
22983,92316.0,11.0,48.0,66.0,false,1
22979,92305.0,11.0,60.0,78.0,false,2
22992,92372.0,0.0,0.0,18.0,true,0
22993,92374.0,0.0,0.0,18.0,true,0
22985,92329.0,11.0,49.0,67.0,false,1
22980,92306.0,11.0,73.0,91.0,false,2
22998,92387.0,0.0,0.0,18.0,true,0
22991,92365.0,11.0,27.0,45.0,false,1
22989,92354.0,11.0,39.0,57.0,false,2
23001,92400.0,0.0,0.0,18.0,true,0
22994,92379.0,11.0,27.0,45.0,false,1
22997,92383.0,11.0,26.0,44.0,false,2
23004,92410.0,0.0,0.0,18.0,true,0
22995,92380.0,11.0,40.0,58.0,false,1
22999,92392.0,11.0,31.0,49.0,false,2
23008,92433.0,0.0,0.0,18.0,true,0
22996,92381.0,11.0,53.0,71.0,false,1
23000,92393.0,11.0,44.0,62.0,false,2
23009,92442.0,0.0,0.0,18.0,true,0
23005,92422.0,11.0,26.0,44.0,false,1
23002,92401.0,11.0,50.0,68.0,false,2
23012,92456.0,0.0,0.0,18.0,true,0
23006,92424.0,11.0,38.0,56.0,false,1
23013,92462.0,0.0,0.0,18.0,true,0
23003,92403.0,11.0,62.0,80.0,false,2
23007,92428.0,11.0,48.0,66.0,false,1
23016,92476.0,0.0,0.0,18.0,true,0
23010,92445.0,11.0,34.0,52.0,false,2
23017,92482.0,0.0,0.0,18.0,true,0
23018,92485.0,0.0,0.0,18.0,true,0
23019,92486.0,0.0,0.0,18.0,true,0
23014,92466.0,11.0,26.0,44.0,false,1
23011,92453.0,11.0,40.0,58.0,false,2
23021,92494.0,0.0,0.0,18.0,true,0
23023,92497.0,0.0,0.0,18.0,true,0
23024,92498.0,0.0,0.0,18.0,true,0
23026,92502.0,0.0,0.0,18.0,true,0
23015,92472.0,11.0,34.0,52.0,false,1
23028,92507.0,0.0,0.0,18.0,true,0
23031,92512.0,0.0,0.0,18.0,true,0
23020,92492.0,11.0,26.0,44.0,false,2
23034,92520.0,0.0,0.0,18.0,true,0
23035,92524.0,0.0,0.0,18.0,true,0
23022,92496.0,11.0,36.0,54.0,false,2
23029,92509.0,11.0,26.0,44.0,false,1
23040,92536.0,0.0,0.0,18.0,true,0
23042,92545.0,0.0,0.0,18.0,true,0
23025,92501.0,11.0,45.0,63.0,false,2
23043,92547.0,0.0,0.0,18.0,true,0
23030,92510.0,11.0,39.0,57.0,false,1
23044,92552.0,0.0,0.0,18.0,true,0
23027,92503.0,11.0,57.0,75.0,false,2
23032,92517.0,11.0,46.0,64.0,false,1
23046,92566.0,0.0,0.0,18.0,true,0
23038,92529.0,11.0,45.0,63.0,false,2
23033,92519.0,11.0,58.0,76.0,false,1
23049,92577.0,0.0,0.0,18.0,true,0
23039,92534.0,11.0,54.0,72.0,false,2
23036,92525.0,11.0,66.0,84.0,false,1
23055,92593.0,0.0,0.0,18.0,true,0
23056,92594.0,0.0,0.0,18.0,true,0
23057,92596.0,0.0,0.0,18.0,true,0
23041,92538.0,11.0,64.0,82.0,false,2
23037,92528.0,11.0,77.0,95.0,false,1
23059,92607.0,0.0,0.0,18.0,true,0
23061,92611.0,0.0,0.0,18.0,true,0
23047,92568.0,11.0,48.0,66.0,false,2
23045,92555.0,11.0,64.0,82.0,false,1
23063,92623.0,0.0,0.0,18.0,true,0
23064,92625.0,0.0,0.0,18.0,true,0
23065,92629.0,0.0,0.0,18.0,true,0
23048,92575.0,11.0,55.0,73.0,false,2
23066,92632.0,0.0,0.0,18.0,true,0
23051,92581.0,11.0,52.0,70.0,false,1
23068,92640.0,0.0,0.0,18.0,true,0
23050,92578.0,11.0,66.0,84.0,false,2
23052,92582.0,11.0,65.0,83.0,false,1
23071,92649.0,0.0,0.0,18.0,true,0
23073,92654.0,0.0,0.0,18.0,true,0
23053,92585.0,11.0,73.0,91.0,false,2
23058,92602.0,11.0,59.0,77.0,false,1
23076,92667.0,0.0,0.0,18.0,true,0
23077,92670.0,0.0,0.0,18.0,true,0
23078,92671.0,0.0,0.0,18.0,true,0
23054,92586.0,11.0,86.0,104.0,false,2
23060,92609.0,11.0,66.0,84.0,false,1
23081,92678.0,0.0,0.0,18.0,true,0
23083,92681.0,0.0,0.0,18.0,true,0
23084,92685.0,0.0,0.0,18.0,true,0
23067,92639.0,11.0,47.0,65.0,false,2
23085,92686.0,0.0,0.0,18.0,true,0
23062,92613.0,11.0,76.0,94.0,false,1
23069,92644.0,11.0,56.0,74.0,false,2
23088,92701.0,0.0,0.0,18.0,true,0
23074,92658.0,11.0,45.0,63.0,false,1
23070,92645.0,11.0,69.0,87.0,false,2
23075,92665.0,11.0,52.0,70.0,false,1
23090,92719.0,0.0,0.0,18.0,true,0
23092,92724.0,0.0,0.0,18.0,true,0
23072,92653.0,11.0,75.0,93.0,false,2
23079,92673.0,11.0,58.0,76.0,false,1
23094,92732.0,0.0,0.0,18.0,true,0
23096,92735.0,0.0,0.0,18.0,true,0
23097,92739.0,0.0,0.0,18.0,true,0
23086,92688.0,11.0,54.0,72.0,false,2
23080,92677.0,11.0,68.0,86.0,false,1
23087,92694.0,11.0,62.0,80.0,false,2
23098,92756.0,0.0,0.0,18.0,true,0
23082,92679.0,11.0,80.0,98.0,false,1
23100,92764.0,0.0,0.0,18.0,true,0
23102,92766.0,0.0,0.0,18.0,true,0
23089,92703.0,11.0,67.0,85.0,false,2
23091,92720.0,11.0,53.0,71.0,false,1
23104,92774.0,0.0,0.0,18.0,true,0
23105,92775.0,0.0,0.0,18.0,true,0
23093,92725.0,11.0,62.0,80.0,false,1
23099,92762.0,11.0,26.0,44.0,false,2
23108,92792.0,0.0,0.0,18.0,true,0
23109,92793.0,0.0,0.0,18.0,true,0
23111,92797.0,0.0,0.0,18.0,true,0
23095,92734.0,11.0,67.0,85.0,false,1
23101,92765.0,11.0,37.0,55.0,false,2
23114,92804.0,0.0,0.0,18.0,true,0
23115,92805.0,0.0,0.0,18.0,true,0
23116,92806.0,0.0,0.0,18.0,true,0
23117,92809.0,0.0,0.0,18.0,true,0
23118,92810.0,0.0,0.0,18.0,true,0
23119,92814.0,0.0,0.0,18.0,true,0
23103,92769.0,11.0,47.0,65.0,false,2
23107,92790.0,11.0,26.0,44.0,false,1
23120,92817.0,0.0,0.0,18.0,true,0
23124,92826.0,0.0,0.0,18.0,true,0
23106,92777.0,11.0,53.0,71.0,false,2
23110,92796.0,11.0,34.0,52.0,false,1
23127,92835.0,0.0,0.0,18.0,true,0
23129,92842.0,0.0,0.0,18.0,true,0
23112,92798.0,11.0,46.0,64.0,false,1
23121,92821.0,11.0,26.0,44.0,false,2
23130,92848.0,0.0,0.0,18.0,true,0
23132,92854.0,0.0,0.0,18.0,true,0
23113,92803.0,11.0,55.0,73.0,false,1
23135,92860.0,0.0,0.0,18.0,true,0
23122,92822.0,11.0,39.0,57.0,false,2
23136,92867.0,0.0,0.0,18.0,true,0
23128,92837.0,11.0,35.0,53.0,false,1
23123,92823.0,11.0,52.0,70.0,false,2
23137,92880.0,0.0,0.0,18.0,true,0
23131,92852.0,11.0,34.0,52.0,false,1
23138,92886.0,0.0,0.0,18.0,true,0
23125,92830.0,11.0,59.0,77.0,false,2
23139,92889.0,0.0,0.0,18.0,true,0
23140,92892.0,0.0,0.0,18.0,true,0
23141,92896.0,0.0,0.0,18.0,true,0
23133,92855.0,11.0,45.0,63.0,false,1
23126,92832.0,11.0,71.0,89.0,false,2
23143,92904.0,0.0,0.0,18.0,true,0
23134,92856.0,11.0,58.0,76.0,false,1
23142,92897.0,11.0,26.0,44.0,false,2
23148,92930.0,0.0,0.0,18.0,true,0
23144,92908.0,11.0,29.0,47.0,false,2
23149,92943.0,0.0,0.0,18.0,true,0
23145,92919.0,11.0,26.0,44.0,false,1
23150,92945.0,0.0,0.0,18.0,true,0
23151,92948.0,0.0,0.0,18.0,true,0
23152,92949.0,0.0,0.0,18.0,true,0
23154,92955.0,0.0,0.0,18.0,true,0
23146,92923.0,11.0,36.0,54.0,false,1
23156,92971.0,0.0,0.0,18.0,true,0
23147,92926.0,11.0,47.0,65.0,false,1
23158,92974.0,0.0,0.0,18.0,true,0
23153,92950.0,11.0,26.0,44.0,false,2
23155,92962.0,11.0,26.0,44.0,false,1
23162,92996.0,0.0,0.0,18.0,true,0
23163,92997.0,0.0,0.0,18.0,true,0
23157,92972.0,11.0,26.0,44.0,false,2
23164,92998.0,0.0,0.0,18.0,true,0
23166,93004.0,0.0,0.0,18.0,true,0
23159,92984.0,11.0,28.0,46.0,false,2
23161,92989.0,11.0,26.0,44.0,false,1
23170,93019.0,0.0,0.0,18.0,true,0
23160,92985.0,11.0,41.0,59.0,false,2
23171,93028.0,0.0,0.0,18.0,true,0
23165,93002.0,11.0,27.0,45.0,false,1
23172,93029.0,0.0,0.0,18.0,true,0
23175,93042.0,0.0,0.0,18.0,true,0
23167,93006.0,11.0,37.0,55.0,false,1
23176,93045.0,0.0,0.0,18.0,true,0
23177,93052.0,0.0,0.0,18.0,true,0
23178,93054.0,0.0,0.0,18.0,true,0
23168,93007.0,11.0,50.0,68.0,false,1
23173,93035.0,11.0,26.0,44.0,false,2
23169,93012.0,11.0,59.0,77.0,false,1
23185,93071.0,0.0,0.0,18.0,true,0
23174,93038.0,11.0,37.0,55.0,false,2
23186,93078.0,0.0,0.0,18.0,true,0
23187,93084.0,0.0,0.0,18.0,true,0
23188,93085.0,0.0,0.0,18.0,true,0
23181,93061.0,11.0,26.0,44.0,false,1
23179,93055.0,11.0,34.0,52.0,false,2
23191,93090.0,0.0,0.0,18.0,true,0
23192,93092.0,0.0,0.0,18.0,true,0
23193,93095.0,0.0,0.0,18.0,true,0
23194,93099.0,0.0,0.0,18.0,true,0
23182,93064.0,11.0,37.0,55.0,false,1
23196,93101.0,0.0,0.0,18.0,true,0
23180,93057.0,11.0,46.0,64.0,false,2
23184,93067.0,11.0,48.0,66.0,false,1
23183,93066.0,11.0,51.0,69.0,false,2
23199,93121.0,0.0,0.0,18.0,true,0
23200,93123.0,0.0,0.0,18.0,true,0
23201,93127.0,0.0,0.0,18.0,true,0
23189,93088.0,11.0,41.0,59.0,false,1
23195,93100.0,11.0,31.0,49.0,false,2
23202,93131.0,0.0,0.0,18.0,true,0
23203,93132.0,0.0,0.0,18.0,true,0
23205,93140.0,0.0,0.0,18.0,true,0
23206,93142.0,0.0,0.0,18.0,true,0
23190,93089.0,11.0,54.0,72.0,false,1
23197,93118.0,11.0,27.0,45.0,false,2
23207,93147.0,0.0,0.0,18.0,true,0
23210,93153.0,0.0,0.0,18.0,true,0
23211,93154.0,0.0,0.0,18.0,true,0
23212,93157.0,0.0,0.0,18.0,true,0
23198,93119.0,11.0,40.0,58.0,false,2
23204,93134.0,11.0,26.0,44.0,false,1
23215,93171.0,0.0,0.0,18.0,true,0
23208,93148.0,11.0,26.0,44.0,false,2
23217,93176.0,0.0,0.0,18.0,true,0
23219,93183.0,0.0,0.0,18.0,true,0
23213,93161.0,11.0,26.0,44.0,false,1
23209,93149.0,11.0,39.0,57.0,false,2
23221,93193.0,0.0,0.0,18.0,true,0
23214,93167.0,11.0,34.0,52.0,false,1
23226,93204.0,0.0,0.0,18.0,true,0
23218,93180.0,11.0,26.0,44.0,false,2
23227,93214.0,0.0,0.0,18.0,true,0
23216,93172.0,11.0,43.0,61.0,false,1
23229,93218.0,0.0,0.0,18.0,true,0
23230,93219.0,0.0,0.0,18.0,true,0
23220,93189.0,11.0,31.0,49.0,false,2
23232,93225.0,0.0,0.0,18.0,true,0
23224,93201.0,11.0,28.0,46.0,false,1
23233,93232.0,0.0,0.0,18.0,true,0
23222,93194.0,11.0,40.0,58.0,false,2
23225,93202.0,11.0,41.0,59.0,false,1
23223,93197.0,11.0,51.0,69.0,false,2
23237,93252.0,0.0,0.0,18.0,true,0
23239,93255.0,0.0,0.0,18.0,true,0
23240,93256.0,0.0,0.0,18.0,true,0
23228,93217.0,11.0,40.0,58.0,false,1
23241,93257.0,0.0,0.0,18.0,true,0
23242,93259.0,0.0,0.0,18.0,true,0
23231,93224.0,11.0,38.0,56.0,false,2
23243,93267.0,0.0,0.0,18.0,true,0
23244,93268.0,0.0,0.0,18.0,true,0
23234,93233.0,11.0,38.0,56.0,false,1
23236,93241.0,11.0,35.0,53.0,false,2
23246,93280.0,0.0,0.0,18.0,true,0
23235,93240.0,11.0,45.0,63.0,false,1
23238,93253.0,11.0,37.0,55.0,false,2
23245,93278.0,11.0,26.0,44.0,false,1
23249,93304.0,0.0,0.0,18.0,true,0
23251,93307.0,0.0,0.0,18.0,true,0
23247,93284.0,11.0,34.0,52.0,false,1
23255,93329.0,0.0,0.0,18.0,true,0
23248,93287.0,11.0,45.0,63.0,false,1
23250,93306.0,11.0,26.0,44.0,false,2
23256,93332.0,0.0,0.0,18.0,true,0
23252,93313.0,11.0,33.0,51.0,false,2
23257,93346.0,0.0,0.0,18.0,true,0
23258,93347.0,0.0,0.0,18.0,true,0
23260,93359.0,0.0,0.0,18.0,true,0
23253,93314.0,11.0,46.0,64.0,false,2
23254,93315.0,11.0,59.0,77.0,false,2
23259,93356.0,11.0,26.0,44.0,false,1
23264,93395.0,0.0,0.0,18.0,true,0
23261,93367.0,11.0,29.0,47.0,false,1
23266,93399.0,0.0,0.0,18.0,true,0
23267,93400.0,0.0,0.0,18.0,true,0
23262,93376.0,11.0,26.0,44.0,false,2
23269,93402.0,0.0,0.0,18.0,true,0
23271,93413.0,0.0,0.0,18.0,true,0
23263,93391.0,11.0,26.0,44.0,false,2
23272,93417.0,0.0,0.0,18.0,true,0
23265,93398.0,11.0,26.0,44.0,false,1
23275,93429.0,0.0,0.0,18.0,true,0
23276,93430.0,0.0,0.0,18.0,true,0
23278,93434.0,0.0,0.0,18.0,true,0
23268,93401.0,11.0,37.0,55.0,false,1
23273,93418.0,11.0,26.0,44.0,false,2
23281,93445.0,0.0,0.0,18.0,true,0
23282,93446.0,0.0,0.0,18.0,true,0
23284,93450.0,0.0,0.0,18.0,true,0
23270,93409.0,11.0,43.0,61.0,false,1
23285,93455.0,0.0,0.0,18.0,true,0
23286,93456.0,0.0,0.0,18.0,true,0
23274,93428.0,11.0,30.0,48.0,false,2
23287,93465.0,0.0,0.0,18.0,true,0
23277,93433.0,11.0,39.0,57.0,false,2
23288,93472.0,0.0,0.0,18.0,true,0
23289,93474.0,0.0,0.0,18.0,true,0
23283,93449.0,11.0,26.0,44.0,false,1
23291,93485.0,0.0,0.0,18.0,true,0
23279,93436.0,11.0,50.0,68.0,false,2
23292,93494.0,0.0,0.0,18.0,true,0
23293,93497.0,0.0,0.0,18.0,true,0
23280,93439.0,11.0,61.0,79.0,false,2
23290,93477.0,11.0,26.0,44.0,false,1
23297,93517.0,0.0,0.0,18.0,true,0
23299,93521.0,0.0,0.0,18.0,true,0
23294,93498.0,11.0,26.0,44.0,false,2
23295,93509.0,11.0,29.0,47.0,false,2
23296,93515.0,11.0,26.0,44.0,false,1
23302,93543.0,0.0,0.0,18.0,true,0
23298,93518.0,11.0,37.0,55.0,false,1
23304,93556.0,0.0,0.0,18.0,true,0
23301,93532.0,11.0,26.0,44.0,false,2
23300,93529.0,11.0,40.0,58.0,false,1
23303,93546.0,11.0,26.0,44.0,false,2
23306,93572.0,0.0,0.0,18.0,true,0
23307,93573.0,0.0,0.0,18.0,true,0
23309,93576.0,0.0,0.0,18.0,true,0
23311,93580.0,0.0,0.0,18.0,true,0
23312,93584.0,0.0,0.0,18.0,true,0
23313,93586.0,0.0,0.0,18.0,true,0
23314,93588.0,0.0,0.0,18.0,true,0
23305,93565.0,11.0,26.0,44.0,false,2
23315,93592.0,0.0,0.0,18.0,true,0
23308,93575.0,11.0,26.0,44.0,false,1
23317,93606.0,0.0,0.0,18.0,true,0
23318,93613.0,0.0,0.0,18.0,true,0
23310,93577.0,11.0,38.0,56.0,false,1
23316,93597.0,11.0,26.0,44.0,false,2
23323,93633.0,0.0,0.0,18.0,true,0
23319,93615.0,11.0,26.0,44.0,false,1
23327,93646.0,0.0,0.0,18.0,true,0
23321,93626.0,11.0,26.0,44.0,false,2
23320,93618.0,11.0,37.0,55.0,false,1
23328,93660.0,0.0,0.0,18.0,true,0
23322,93628.0,11.0,38.0,56.0,false,2
23329,93667.0,0.0,0.0,18.0,true,0
23324,93641.0,11.0,28.0,46.0,false,1
23330,93671.0,0.0,0.0,18.0,true,0
23332,93682.0,0.0,0.0,18.0,true,0
23325,93642.0,11.0,41.0,59.0,false,1
23333,93683.0,0.0,0.0,18.0,true,0
23334,93684.0,0.0,0.0,18.0,true,0
23335,93687.0,0.0,0.0,18.0,true,0
23336,93688.0,0.0,0.0,18.0,true,0
23326,93645.0,11.0,52.0,70.0,false,1
23331,93674.0,11.0,26.0,44.0,false,2
23339,93705.0,0.0,0.0,18.0,true,0
23340,93708.0,0.0,0.0,18.0,true,0
23341,93710.0,0.0,0.0,18.0,true,0
23342,93715.0,0.0,0.0,18.0,true,0
23343,93721.0,0.0,0.0,18.0,true,0
23344,93722.0,0.0,0.0,18.0,true,0
23345,93724.0,0.0,0.0,18.0,true,0
23337,93700.0,11.0,26.0,44.0,false,1
23346,93727.0,0.0,0.0,18.0,true,0
23347,93728.0,0.0,0.0,18.0,true,0
23338,93704.0,11.0,36.0,54.0,false,1
23349,93743.0,0.0,0.0,18.0,true,0
23350,93744.0,0.0,0.0,18.0,true,0
23351,93745.0,0.0,0.0,18.0,true,0
23352,93747.0,0.0,0.0,18.0,true,0
23348,93732.0,11.0,26.0,44.0,false,2
23356,93772.0,0.0,0.0,18.0,true,0
23353,93753.0,11.0,26.0,44.0,false,1
23358,93792.0,0.0,0.0,18.0,true,0
23354,93761.0,11.0,32.0,50.0,false,1
23355,93767.0,11.0,26.0,44.0,false,2
23359,93795.0,0.0,0.0,18.0,true,0
23362,93801.0,0.0,0.0,18.0,true,0
23363,93805.0,0.0,0.0,18.0,true,0
23357,93780.0,11.0,27.0,45.0,false,2
23366,93817.0,0.0,0.0,18.0,true,0
23360,93796.0,11.0,26.0,44.0,false,1
23369,93831.0,0.0,0.0,18.0,true,0
23370,93834.0,0.0,0.0,18.0,true,0
23361,93799.0,11.0,37.0,55.0,false,1
23364,93812.0,11.0,26.0,44.0,false,2
23365,93814.0,11.0,38.0,56.0,false,2
23374,93858.0,0.0,0.0,18.0,true,0
23375,93859.0,0.0,0.0,18.0,true,0
23376,93861.0,0.0,0.0,18.0,true,0
23371,93837.0,11.0,26.0,44.0,false,1
23367,93819.0,11.0,47.0,65.0,false,2
23377,93873.0,0.0,0.0,18.0,true,0
23372,93843.0,11.0,34.0,52.0,false,1
23368,93823.0,11.0,57.0,75.0,false,2
23380,93886.0,0.0,0.0,18.0,true,0
23381,93887.0,0.0,0.0,18.0,true,0
23373,93857.0,11.0,34.0,52.0,false,1
23382,93894.0,0.0,0.0,18.0,true,0
23384,93901.0,0.0,0.0,18.0,true,0
23378,93876.0,11.0,26.0,44.0,false,2
23385,93912.0,0.0,0.0,18.0,true,0
23386,93915.0,0.0,0.0,18.0,true,0
23379,93881.0,11.0,35.0,53.0,false,2
23387,93919.0,0.0,0.0,18.0,true,0
23383,93898.0,11.0,26.0,44.0,false,1
23388,93924.0,0.0,0.0,18.0,true,0
23390,93934.0,0.0,0.0,18.0,true,0
23391,93938.0,0.0,0.0,18.0,true,0
23392,93941.0,0.0,0.0,18.0,true,0
23394,93945.0,0.0,0.0,18.0,true,0
23397,93956.0,0.0,0.0,18.0,true,0
23389,93933.0,11.0,26.0,44.0,false,1
23398,93962.0,0.0,0.0,18.0,true,0
23393,93942.0,11.0,31.0,49.0,false,1
23395,93947.0,11.0,26.0,44.0,false,2
23401,93983.0,0.0,0.0,18.0,true,0
23402,93984.0,0.0,0.0,18.0,true,0
23396,93948.0,11.0,39.0,57.0,false,2
23399,93963.0,11.0,26.0,44.0,false,1
23403,93989.0,0.0,0.0,18.0,true,0
23405,93997.0,0.0,0.0,18.0,true,0
23407,93999.0,0.0,0.0,18.0,true,0
23400,93967.0,11.0,36.0,54.0,false,1
23410,94018.0,0.0,0.0,18.0,true,0
23404,93996.0,11.0,26.0,44.0,false,2
23411,94026.0,0.0,0.0,18.0,true,0
23409,94008.0,11.0,26.0,44.0,false,1
23406,93998.0,11.0,38.0,56.0,false,2
23417,94044.0,0.0,0.0,18.0,true,0
23408,94006.0,11.0,44.0,62.0,false,2
23412,94030.0,11.0,26.0,44.0,false,1
23413,94038.0,11.0,32.0,50.0,false,1
23418,94053.0,11.0,26.0,44.0,false,2
23414,94039.0,11.0,45.0,63.0,false,1
23423,94086.0,0.0,0.0,18.0,true,0
23419,94062.0,11.0,31.0,49.0,false,2
23415,94041.0,11.0,57.0,75.0,false,1
23425,94101.0,0.0,0.0,18.0,true,0
23427,94105.0,0.0,0.0,18.0,true,0
23420,94063.0,11.0,44.0,62.0,false,2
23416,94043.0,11.0,69.0,87.0,false,1
23429,94119.0,0.0,0.0,18.0,true,0
23421,94073.0,11.0,48.0,66.0,false,2
23422,94076.0,11.0,50.0,68.0,false,1
23433,94133.0,0.0,0.0,18.0,true,0
23424,94099.0,11.0,36.0,54.0,false,2
23426,94102.0,11.0,38.0,56.0,false,1
23430,94121.0,11.0,28.0,46.0,false,2
23436,94153.0,0.0,0.0,18.0,true,0
23428,94113.0,11.0,41.0,59.0,false,1
23431,94129.0,11.0,34.0,52.0,false,2
23437,94163.0,0.0,0.0,18.0,true,0
23435,94141.0,11.0,27.0,45.0,false,1
23439,94168.0,0.0,0.0,18.0,true,0
23440,94170.0,0.0,0.0,18.0,true,0
23441,94171.0,0.0,0.0,18.0,true,0
23432,94131.0,11.0,46.0,64.0,false,2
23438,94164.0,11.0,26.0,44.0,false,1
23446,94190.0,0.0,0.0,18.0,true,0
23434,94137.0,11.0,54.0,72.0,false,2
23448,94196.0,0.0,0.0,18.0,true,0
23450,94199.0,0.0,0.0,18.0,true,0
23451,94200.0,0.0,0.0,18.0,true,0
23442,94181.0,11.0,26.0,44.0,false,2
23443,94182.0,11.0,26.0,44.0,false,1
23454,94208.0,0.0,0.0,18.0,true,0
23455,94211.0,0.0,0.0,18.0,true,0
23457,94214.0,0.0,0.0,18.0,true,0
23444,94183.0,11.0,38.0,56.0,false,2
23445,94185.0,11.0,37.0,55.0,false,1
23458,94222.0,0.0,0.0,18.0,true,0
23453,94203.0,11.0,32.0,50.0,false,2
23447,94193.0,11.0,43.0,61.0,false,1
23464,94242.0,0.0,0.0,18.0,true,0
23465,94243.0,0.0,0.0,18.0,true,0
23456,94212.0,11.0,37.0,55.0,false,2
23449,94197.0,11.0,53.0,71.0,false,1
23469,94259.0,0.0,0.0,18.0,true,0
23470,94260.0,0.0,0.0,18.0,true,0
23459,94226.0,11.0,37.0,55.0,false,2
23452,94201.0,11.0,63.0,81.0,false,1
23460,94229.0,11.0,48.0,66.0,false,2
23463,94238.0,11.0,40.0,58.0,false,1
23471,94286.0,0.0,0.0,18.0,true,0
23461,94231.0,11.0,60.0,78.0,false,2
23466,94252.0,11.0,40.0,58.0,false,1
23462,94234.0,11.0,71.0,89.0,false,2
23467,94256.0,11.0,50.0,68.0,false,1
23474,94308.0,0.0,0.0,18.0,true,0
23468,94257.0,11.0,63.0,81.0,false,1
23478,94324.0,0.0,0.0,18.0,true,0
23472,94301.0,11.0,26.0,44.0,false,2
23480,94332.0,0.0,0.0,18.0,true,0
23481,94333.0,0.0,0.0,18.0,true,0
23482,94338.0,0.0,0.0,18.0,true,0
23475,94313.0,11.0,26.0,44.0,false,1
23473,94302.0,11.0,39.0,57.0,false,2
23483,94343.0,0.0,0.0,18.0,true,0
23484,94344.0,0.0,0.0,18.0,true,0
23476,94314.0,11.0,39.0,57.0,false,1
23488,94356.0,0.0,0.0,18.0,true,0
23492,94365.0,0.0,0.0,18.0,true,0
23477,94320.0,11.0,47.0,65.0,false,1
23485,94346.0,11.0,26.0,44.0,false,2
23479,94326.0,11.0,55.0,73.0,false,1
23486,94347.0,11.0,39.0,57.0,false,2
23497,94388.0,0.0,0.0,18.0,true,0
23498,94390.0,0.0,0.0,18.0,true,0
23490,94360.0,11.0,35.0,53.0,false,1
23487,94349.0,11.0,51.0,69.0,false,2
23500,94404.0,0.0,0.0,18.0,true,0
23491,94362.0,11.0,47.0,65.0,false,1
23501,94409.0,0.0,0.0,18.0,true,0
23489,94357.0,11.0,57.0,75.0,false,2
23503,94418.0,0.0,0.0,18.0,true,0
23493,94368.0,11.0,55.0,73.0,false,1
23496,94383.0,11.0,45.0,63.0,false,2
23505,94429.0,0.0,0.0,18.0,true,0
23506,94434.0,0.0,0.0,18.0,true,0
23507,94436.0,0.0,0.0,18.0,true,0
23494,94370.0,11.0,67.0,85.0,false,1
23508,94438.0,0.0,0.0,18.0,true,0
23509,94440.0,0.0,0.0,18.0,true,0
23499,94395.0,11.0,47.0,65.0,false,2
23495,94376.0,11.0,75.0,93.0,false,1
23502,94417.0,11.0,39.0,57.0,false,2
23504,94424.0,11.0,46.0,64.0,false,2
23511,94471.0,0.0,0.0,18.0,true,0
23512,94477.0,0.0,0.0,18.0,true,0
23510,94456.0,11.0,26.0,44.0,false,1
23515,94496.0,0.0,0.0,18.0,true,0
23516,94499.0,0.0,0.0,18.0,true,0
23518,94503.0,0.0,0.0,18.0,true,0
23519,94506.0,0.0,0.0,18.0,true,0
23513,94485.0,11.0,26.0,44.0,false,2
23514,94488.0,11.0,26.0,44.0,false,1
23520,94517.0,0.0,0.0,18.0,true,0
23517,94500.0,11.0,26.0,44.0,false,2
23523,94528.0,0.0,0.0,18.0,true,0
23524,94532.0,0.0,0.0,18.0,true,0
23525,94534.0,0.0,0.0,18.0,true,0
23521,94519.0,11.0,26.0,44.0,false,1
23526,94545.0,0.0,0.0,18.0,true,0
23528,94549.0,0.0,0.0,18.0,true,0
23522,94526.0,11.0,33.0,51.0,false,1
23529,94569.0,0.0,0.0,18.0,true,0
23530,94571.0,0.0,0.0,18.0,true,0
23527,94546.0,11.0,26.0,44.0,false,2
23533,94593.0,0.0,0.0,18.0,true,0
23534,94598.0,0.0,0.0,18.0,true,0
23535,94601.0,0.0,0.0,18.0,true,0
23531,94579.0,11.0,26.0,44.0,false,2
23536,94608.0,0.0,0.0,18.0,true,0
23532,94592.0,11.0,26.0,44.0,false,1
23540,94625.0,0.0,0.0,18.0,true,0
23542,94627.0,0.0,0.0,18.0,true,0
23543,94632.0,0.0,0.0,18.0,true,0
23544,94635.0,0.0,0.0,18.0,true,0
23537,94614.0,11.0,26.0,44.0,false,2
